# curie_map:
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   MP: http://purl.obolibrary.org/obo/MP_
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_provider: https://www.pistoiaalliance.org/projects/current-projects/ontologies-mapping/
# mapping_set_description: 'The Pistoia Ontology Mappings: mp_doid'
# mapping_set_id: mp_doid_pistoia
# object_source: http://purl.obolibrary.org/doid.owl
# subject_source: http://purl.obolibrary.org/mp.owl
subject_id	predicate_id	object_id	mapping_justification	confidence
MP:0010033	owl:equivalentClass	DOID:5334	semapv:UnspecifiedMatching	0.75
MP:0010139	owl:equivalentClass	DOID:519	semapv:UnspecifiedMatching	0.75
MP:0010140	owl:equivalentClass	DOID:864	semapv:UnspecifiedMatching	0.75
MP:0010141	owl:equivalentClass	DOID:9317	semapv:UnspecifiedMatching	0.75
MP:0010146	owl:equivalentClass	DOID:0060321	semapv:UnspecifiedMatching	0.75
MP:0010260	owl:equivalentClass	DOID:0050537	semapv:UnspecifiedMatching	0.2448975
MP:0010402	owl:equivalentClass	DOID:1657	semapv:UnspecifiedMatching	0.75
MP:0010403	owl:equivalentClass	DOID:1882	semapv:UnspecifiedMatching	0.75
MP:0010405	owl:equivalentClass	DOID:13620	semapv:UnspecifiedMatching	0.233765
MP:0010412	owl:equivalentClass	DOID:0050651	semapv:UnspecifiedMatching	0.75
MP:0010452	owl:equivalentClass	DOID:11295	semapv:UnspecifiedMatching	0.2439025
MP:0010471	owl:equivalentClass	DOID:1929	semapv:UnspecifiedMatching	0.2410725
MP:0010478	owl:equivalentClass	DOID:10941	semapv:UnspecifiedMatching	0.75
MP:0010479	owl:equivalentClass	DOID:10941	semapv:UnspecifiedMatching	0.75
MP:0010519	owl:equivalentClass	DOID:0050820	semapv:UnspecifiedMatching	0.75
MP:0010530	owl:equivalentClass	DOID:0060688	semapv:UnspecifiedMatching	0.75
MP:0010658	owl:equivalentClass	DOID:14004	semapv:UnspecifiedMatching	0.2340425
MP:0010659	owl:equivalentClass	DOID:7693	semapv:UnspecifiedMatching	0.234695
MP:0010711	owl:equivalentClass	DOID:0060282	semapv:UnspecifiedMatching	0.75
MP:0010716	owl:equivalentClass	DOID:11975	semapv:UnspecifiedMatching	0.2317075
MP:0010717	owl:equivalentClass	DOID:11975	semapv:UnspecifiedMatching	0.2325575
MP:0010822	owl:equivalentClass	DOID:1673	semapv:UnspecifiedMatching	0.75
MP:0010883	owl:equivalentClass	DOID:3227	semapv:UnspecifiedMatching	0.242425
