#mapping_set_id: https://w3id.org/sssom/commons/mouse-human/mappings/mp_hp_mgi_lex.sssom.tsv
#mapping_set_title: All mappings of MP terms to HPO terms generated by MGI
#mapping_set_description: "Mappings created by Mouse Genome Informatics (MGI) by lexical matches between term and synonym labels. Lexical mappings are made by comparing the text of each label and calling a match whenever the labels are identical. Term label to term label matches are all skos:exactMatch. Term label to synonym label are made depending on the synonym type (eg. exact synonym = exactMatch). For narrow and broad synonyms the match type is identical to synonym type when the match is HP term label to MP synonym label but reversed when it is MP term label to HP synonym label. Synonym to synonym matches are made for exact synonyms to any other type of synonym the same as for term label to synonym matches. Non-exact to non-exact synonym matches are currently only made for HP narrow to MP narrow (this is a broadMatch). The other possible matches either had no examples or gave incorrect matches and thus were not included in the mappings. Matches were reviewed manually during the creation of the mapping pipeline but are not routinely manually reviewed. Pipeline was created in 2024 and matches are updated regularly."
#creator_id:
# - orcid:0000-0003-4606-0597
# - ror:021sy4w91
#license: https://creativecommons.org/licenses/by/4.0/
#object_source: obo:hp
#subject_source: obo:mp
#curie_map:
# HP: http://purl.obolibrary.org/obo/HP_
# MP: http://purl.obolibrary.org/obo/MP_
# skos: http://www.w3.org/2004/02/skos/core#
# orcid: https://orcid.org/
# ror: https://ror.org/
# wikidata: https://www.wikidata.org/wiki/
# obo: http://purl.obolibrary.org/obo/
# semapv: https://w3id.org/semapv/vocab/
object_id	object_label	predicate_id	confidence	subject_id	subject_label	mapping_justification	mapping_tool	mapping_date	object_match_field	subject_match_field	match_string
HP:0032563	Dacryocytosis	skos:exactMatch	1	MP:0010176	dacryocytosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dacryocytosis
HP:0030685	Decreased adiponectin level	skos:exactMatch	1	MP:0004893	decreased adiponectin level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased adiponectin level
HP:0045082	Decreased body mass index	skos:exactMatch	1	MP:0006086	decreased body mass index	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased body mass index
HP:0004325	Decreased body weight	skos:exactMatch	1	MP:0001262	decreased body weight	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased body weight
HP:0033532	Decreased cardiac output	skos:exactMatch	1	MP:0003393	decreased cardiac output	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased cardiac output
HP:0032363	Decreased circulating corticosterone level	skos:exactMatch	1	MP:0002665	decreased circulating corticosterone level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased circulating corticosterone level
HP:0008163	Decreased circulating cortisol level	skos:exactMatch	1	MP:0014162	decreased circulating cortisol level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased circulating cortisol level
HP:0031794	Decreased circulating glycerol level	skos:exactMatch	1	MP:0003442	decreased circulating glycerol level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased circulating glycerol level
HP:0030344	Decreased circulating luteinizing hormone level	skos:exactMatch	1	MP:0002773	decreased circulating luteinizing hormone level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased circulating luteinizing hormone level
HP:0031429	Decreased circulating osteocalcin level	skos:exactMatch	1	MP:0030985	decreased circulating osteocalcin level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased circulating osteocalcin level
HP:0031817	Decreased circulating parathyroid hormone level	skos:exactMatch	1	MP:0002905	decreased circulating parathyroid hormone level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased circulating parathyroid hormone level
HP:0034005	Decreased dendritic spine number	skos:exactMatch	1	MP:0021018	decreased dendritic spine number	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased dendritic spine number
HP:0025022	Decreased erythrocyte sedimentation rate	skos:exactMatch	1	MP:0031062	decreased erythrocyte sedimentation rate	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased erythrocyte sedimentation rate
HP:0031861	Decreased heart rate variability	skos:exactMatch	1	MP:0003929	decreased heart rate variability	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased heart rate variability
HP:0012648	Decreased inflammatory response	skos:exactMatch	1	MP:0001876	decreased inflammatory response	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased inflammatory response
HP:0030897	Decreased intestinal transit time	skos:exactMatch	1	MP:0014576	decreased intestinal transit time	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased intestinal transit time
HP:0001410	Decreased liver function	skos:exactMatch	1	MP:0003325	decreased liver function	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased liver function
HP:0025547	Decreased mean corpuscular hemoglobin concentration	skos:exactMatch	1	MP:0005642	decreased mean corpuscular hemoglobin concentration	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased mean corpuscular hemoglobin concentration
HP:0025066	Decreased mean corpuscular volume	skos:exactMatch	1	MP:0002591	decreased mean corpuscular volume	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased mean corpuscular volume
HP:0005537	Decreased mean platelet volume	skos:exactMatch	1	MP:0008935	decreased mean platelet volume	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased mean platelet volume
HP:0040013	Decreased mitochondrial number	skos:exactMatch	1	MP:0011629	decreased mitochondrial number	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased mitochondrial number
HP:0000762	Decreased nerve conduction velocity	skos:exactMatch	1	MP:0008814	decreased nerve conduction velocity	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased nerve conduction velocity
HP:0032198	Decreased prothrombin time	skos:exactMatch	1	MP:0012355	decreased prothrombin time	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased prothrombin time
HP:6000303	Decreased skin turgor	skos:exactMatch	1	MP:0003653	decreased skin turgor	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased skin turgor
HP:0002731	Decreased T cell apoptosis	skos:exactMatch	1	MP:0006414	decreased T cell apoptosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased T cell apoptosis
HP:0031098	Decreased thyroid-stimulating hormone level	skos:exactMatch	1	MP:0005134	decreased thyroid-stimulating hormone level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased thyroid-stimulating hormone level
HP:6000115	Decreased urine creatinine level	skos:exactMatch	1	MP:0011471	decreased urine creatinine level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased urine creatinine level
HP:0011037	Decreased urine output	skos:exactMatch	1	MP:0031358	decreased urine output	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Decreased urine output
HP:0001944	Dehydration	skos:exactMatch	1	MP:0001429	dehydration	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dehydration
HP:0000270	Delayed cranial suture closure	skos:exactMatch	1	MP:0010743	delayed cranial suture closure	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Delayed cranial suture closure
HP:0002750	Delayed skeletal maturation	skos:exactMatch	1	MP:0014296	delayed skeletal maturation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Delayed skeletal maturation
HP:0005280	Depressed nasal bridge	skos:exactMatch	1	MP:0030034	depressed nasal bridge	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Depressed nasal bridge
HP:0025495	Descending aorta hypoplasia	skos:exactMatch	1	MP:0010474	descending aorta hypoplasia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Descending aorta hypoplasia
HP:0004959	Descending thoracic aorta aneurysm	skos:exactMatch	1	MP:0010660	descending thoracic aorta aneurysm	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Descending thoracic aorta aneurysm
HP:0000519	Developmental cataract	skos:exactMatch	1	MP:0031345	developmental cataract	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Developmental cataract
HP:0004411	Deviated nasal septum	skos:exactMatch	1	MP:0030199	deviated nasal septum	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Deviated nasal septum
HP:0001651	Dextrocardia	skos:exactMatch	1	MP:0000644	dextrocardia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dextrocardia
HP:0002014	Diarrhea	skos:exactMatch	1	MP:0005036	diarrhea	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Diarrhea
HP:0003215	Dicarboxylic aciduria	skos:exactMatch	1	MP:0030613	dicarboxylic aciduria	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dicarboxylic aciduria
HP:0033006	Diffuse alveolar damage	skos:exactMatch	1	MP:0031237	diffuse alveolar damage	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Diffuse alveolar damage
HP:0001644	Dilated cardiomyopathy	skos:exactMatch	1	MP:0002795	dilated cardiomyopathy	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dilated cardiomyopathy
HP:0002198	Dilated fourth ventricle	skos:exactMatch	1	MP:0000829	dilated fourth ventricle	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dilated fourth ventricle
HP:0007082	Dilated third ventricle	skos:exactMatch	1	MP:0000827	dilated third ventricle	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dilated third ventricle
HP:0100562	Diplomyelia	skos:exactMatch	1	MP:0012711	diplomyelia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Diplomyelia
HP:0011590	Double aortic arch	skos:exactMatch	1	MP:0004159	double aortic arch	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Double aortic arch
HP:0011581	Double outlet left ventricle	skos:exactMatch	1	MP:0010427	double outlet left ventricle	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Double outlet left ventricle
HP:0001719	Double outlet right ventricle	skos:exactMatch	1	MP:0000284	double outlet right ventricle	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Double outlet right ventricle
HP:0011359	Dry hair	skos:exactMatch	1	MP:0014053	dry hair	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dry hair
HP:0000958	Dry skin	skos:exactMatch	1	MP:0003853	dry skin	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dry skin
HP:0002247	Duodenal atresia	skos:exactMatch	1	MP:0003272	duodenal atresia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Duodenal atresia
HP:0002588	Duodenal ulcer	skos:exactMatch	1	MP:0003273	duodenal ulcer	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Duodenal ulcer
HP:0001310	Dysmetria	skos:exactMatch	1	MP:0003314	dysmetria	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dysmetria
HP:0002015	Dysphagia	skos:exactMatch	1	MP:0003158	dysphagia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dysphagia
HP:0001332	Dystonia	skos:exactMatch	1	MP:0005323	dystonia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dystonia
HP:0100518	Dysuria	skos:exactMatch	1	MP:0003621	dysuria	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Dysuria
HP:0031364	Ecchymosis	skos:exactMatch	1	MP:0009276	ecchymosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ecchymosis
HP:0012472	Eclabion	skos:exactMatch	1	MP:0003773	eclabion	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Eclabion
HP:0001683	Ectopia cordis	skos:exactMatch	1	MP:0011660	ectopia cordis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ectopia cordis
HP:0011742	Ectopic adrenal gland	skos:exactMatch	1	MP:0011362	ectopic adrenal gland	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ectopic adrenal gland
HP:0000086	Ectopic kidney	skos:exactMatch	1	MP:0003600	ectopic kidney	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ectopic kidney
HP:0031086	Ectopic ovary	skos:exactMatch	1	MP:0011727	ectopic ovary	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ectopic ovary
HP:0031456	Ectopic pregnancy	skos:exactMatch	1	MP:0009668	ectopic pregnancy	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ectopic pregnancy
HP:6000460	Ectopic testis	skos:exactMatch	1	MP:0011410	ectopic testis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ectopic testis
HP:0100257	Ectrodactyly	skos:exactMatch	1	MP:0005230	ectrodactyly	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ectrodactyly
HP:0000656	Ectropion	skos:exactMatch	1	MP:0006164	ectropion	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ectropion
HP:0000969	Edema	skos:exactMatch	1	MP:0001785	edema	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Edema
HP:0003042	Elbow dislocation	skos:exactMatch	1	MP:0030843	elbow dislocation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Elbow dislocation
HP:0004445	Elliptocytosis	skos:exactMatch	1	MP:0009547	elliptocytosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Elliptocytosis
HP:0002097	Emphysema	skos:exactMatch	1	MP:0001958	emphysema	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Emphysema
HP:0001298	Encephalopathy	skos:exactMatch	1	MP:0013806	encephalopathy	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Encephalopathy
HP:0012081	Enlarged cerebellum	skos:exactMatch	1	MP:0008914	enlarged cerebellum	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Enlarged cerebellum
HP:0034479	Enlarged epididymis	skos:exactMatch	1	MP:0004931	enlarged epididymis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Enlarged epididymis
HP:0100961	Enlarged hippocampus	skos:exactMatch	1	MP:0008282	enlarged hippocampus	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Enlarged hippocampus
HP:0000105	Enlarged kidney	skos:exactMatch	1	MP:0003068	enlarged kidney	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Enlarged kidney
HP:0008683	Enlarged labia minora	skos:exactMatch	1	MP:0003522	enlarged labia minora	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Enlarged labia minora
HP:0012505	Enlarged pituitary gland	skos:exactMatch	1	MP:0000636	enlarged pituitary gland	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Enlarged pituitary gland
HP:0034405	Enlarged tectum	skos:exactMatch	1	MP:0009048	enlarged tectum	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Enlarged tectum
HP:0100878	Enlarged uterus	skos:exactMatch	1	MP:0004906	enlarged uterus	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Enlarged uterus
HP:0100686	Enthesitis	skos:exactMatch	1	MP:0013942	enthesitis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Enthesitis
HP:0000621	Entropion	skos:exactMatch	1	MP:0006165	entropion	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Entropion
HP:0000537	Epicanthus inversus	skos:exactMatch	1	MP:0006168	epicanthus inversus	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Epicanthus inversus
HP:0034801	Epidermal necrosis	skos:exactMatch	1	MP:0001220	epidermal necrosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Epidermal necrosis
HP:0030424	Epididymal cyst	skos:exactMatch	1	MP:0003595	epididymal cyst	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Epididymal cyst
HP:0000421	Epistaxis	skos:exactMatch	1	MP:0013127	epistaxis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Epistaxis
HP:0001019	Erythroderma	skos:exactMatch	1	MP:0003454	erythroderma	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Erythroderma
HP:0030756	Erythrodontia	skos:exactMatch	1	MP:0030058	erythrodontia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Erythrodontia
HP:0002032	Esophageal atresia	skos:exactMatch	1	MP:0003276	esophageal atresia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Esophageal atresia
HP:0000565	Esotropia	skos:exactMatch	1	MP:0005256	esotropia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Esotropia
HP:0030779	Ethmocephaly	skos:exactMatch	1	MP:0014061	ethmocephaly	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ethmocephaly
HP:0003219	Ethylmalonic aciduria	skos:exactMatch	1	MP:0030615	ethylmalonic aciduria	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Ethylmalonic aciduria
HP:0030789	Excessive cerumen	skos:exactMatch	1	MP:0030419	excessive cerumen	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Excessive cerumen
HP:0030769	Exencephaly	skos:exactMatch	1	MP:0000914	exencephaly	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Exencephaly
HP:0001738	Exocrine pancreatic insufficiency	skos:exactMatch	1	MP:0003335	exocrine pancreatic insufficiency	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Exocrine pancreatic insufficiency
HP:0000577	Exotropia	skos:exactMatch	1	MP:0005255	exotropia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Exotropia
HP:0012334	Extrahepatic cholestasis	skos:exactMatch	1	MP:0005414	extrahepatic cholestasis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Extrahepatic cholestasis
HP:0001978	Extramedullary hematopoiesis	skos:exactMatch	1	MP:0000240	extramedullary hematopoiesis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Extramedullary hematopoiesis
HP:0000658	Eyelid apraxia	skos:exactMatch	1	MP:0006251	eyelid apraxia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Eyelid apraxia
HP:0500043	Eyelid retraction	skos:exactMatch	1	MP:0006166	eyelid retraction	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Eyelid retraction
HP:0000324	Facial asymmetry	skos:exactMatch	1	MP:0030099	facial asymmetry	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Facial asymmetry
HP:0005465	Facial hyperostosis	skos:exactMatch	1	MP:0030418	facial hyperostosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Facial hyperostosis
HP:0007209	Facial paralysis	skos:exactMatch	1	MP:0030141	facial paralysis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Facial paralysis
HP:0012378	Fatigue	skos:exactMatch	1	MP:0002899	fatigue	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Fatigue
HP:0008222	Female infertility	skos:exactMatch	1	MP:0001926	female infertility	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Female infertility
HP:0010458	Female pseudohermaphroditism	skos:exactMatch	1	MP:0002788	female pseudohermaphroditism	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Female pseudohermaphroditism
HP:0031846	Femur fracture	skos:exactMatch	1	MP:0030827	femur fracture	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Femur fracture
HP:0009754	Fibrous syngnathia	skos:exactMatch	1	MP:0030087	fibrous syngnathia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Fibrous syngnathia
HP:0012368	Flat face	skos:exactMatch	1	MP:0012175	flat face	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Flat face
HP:0004425	Flat forehead	skos:exactMatch	1	MP:0030047	flat forehead	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Flat forehead
HP:0025084	Folliculitis	skos:exactMatch	1	MP:0000376	folliculitis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Folliculitis
HP:0002007	Frontal bossing	skos:exactMatch	1	MP:0030262	frontal bossing	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Frontal bossing
HP:0100788	Fused lips	skos:exactMatch	1	MP:0009553	fused lips	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Fused lips
HP:0011090	Fused teeth	skos:exactMatch	1	MP:0030472	fused teeth	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Fused teeth
HP:0005473	Fusion of middle ear ossicles	skos:exactMatch	1	MP:0003740	fusion of middle ear ossicles	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Fusion of middle ear ossicles
HP:0100758	Gangrene	skos:exactMatch	1	MP:0031126	gangrene	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Gangrene
HP:0005207	Gastric hypertrophy	skos:exactMatch	1	MP:0003285	gastric hypertrophy	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Gastric hypertrophy
HP:0002592	Gastric ulcer	skos:exactMatch	1	MP:0003282	gastric ulcer	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Gastric ulcer
HP:0002020	Gastroesophageal reflux	skos:exactMatch	1	MP:0003286	gastroesophageal reflux	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Gastroesophageal reflux
HP:0002629	Gastrointestinal arteriovenous malformation	skos:exactMatch	1	MP:0010531	gastrointestinal arteriovenous malformation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Gastrointestinal arteriovenous malformation
HP:0002239	Gastrointestinal hemorrhage	skos:exactMatch	1	MP:0000465	gastrointestinal hemorrhage	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Gastrointestinal hemorrhage
HP:0034274	Gastrointestinal ulcer	skos:exactMatch	1	MP:0003300	gastrointestinal ulcer	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Gastrointestinal ulcer
HP:0007430	Generalized edema	skos:exactMatch	1	MP:0013807	generalized edema	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Generalized edema
HP:0001902	Giant platelets	skos:exactMatch	1	MP:0030025	giant platelets	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Giant platelets
HP:0002171	Gliosis	skos:exactMatch	1	MP:0002183	gliosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Gliosis
HP:0012205	Globozoospermia	skos:exactMatch	1	MP:0002686	globozoospermia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Globozoospermia
HP:0033270	Glomerular capillary congestion	skos:exactMatch	1	MP:0011433	glomerular capillary congestion	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Glomerular capillary congestion
HP:0000099	Glomerulonephritis	skos:exactMatch	1	MP:0002743	glomerulonephritis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Glomerulonephritis
HP:0000162	Glossoptosis	skos:exactMatch	1	MP:0031444	glossoptosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Glossoptosis
HP:0034586	Glutathionuria	skos:exactMatch	1	MP:0013730	glutathionuria	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Glutathionuria
HP:0012722	Heart block	skos:exactMatch	1	MP:0010559	heart block	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Heart block
HP:0002248	Hematemesis	skos:exactMatch	1	MP:0003261	hematemesis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hematemesis
HP:0000790	Hematuria	skos:exactMatch	1	MP:0005161	hematuria	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hematuria
HP:0012047	Hemeralopia	skos:exactMatch	1	MP:0008145	hemeralopia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemeralopia
HP:0011332	Hemifacial hypoplasia	skos:exactMatch	1	MP:0030100	hemifacial hypoplasia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemifacial hypoplasia
HP:0001269	Hemiparesis	skos:exactMatch	1	MP:0031201	hemiparesis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemiparesis
HP:0002301	Hemiplegia	skos:exactMatch	1	MP:0031202	hemiplegia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemiplegia
HP:0003641	Hemoglobinuria	skos:exactMatch	1	MP:0000315	hemoglobinuria	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemoglobinuria
HP:0001878	Hemolytic anemia	skos:exactMatch	1	MP:0001585	hemolytic anemia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemolytic anemia
HP:0011851	Hemopericardium	skos:exactMatch	1	MP:0005244	hemopericardium	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemopericardium
HP:0011854	Hemoperitoneum	skos:exactMatch	1	MP:0005435	hemoperitoneum	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemoperitoneum
HP:0012156	Hemophagocytosis	skos:exactMatch	1	MP:0031070	hemophagocytosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemophagocytosis
HP:0002105	Hemoptysis	skos:exactMatch	1	MP:0031100	hemoptysis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemoptysis
HP:0012543	Hemosiderinuria	skos:exactMatch	1	MP:0000327	hemosiderinuria	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemosiderinuria
HP:0012151	Hemothorax	skos:exactMatch	1	MP:0005243	hemothorax	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hemothorax
HP:0012280	Hepatic amyloidosis	skos:exactMatch	1	MP:0021154	hepatic amyloidosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	HP term label	Hepatic amyloidosis
